"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Pakistan","PAK","Internally displaced persons, new displacement associated with disasters (number of cases)","VC.IDP.NWDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89000","84000","11060000","300000","1857000","407000","771000","1002000","13000","1800","2100","100000","",
"Pakistan","PAK","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","1.68453292496172","2.46255394770246","2.0310633213859","1.82807399347116","2.49539783186746","3.36070269238113","1.1744966442953","0.854128286719143","0.85924713584288","1.51483648676746","2.88371193279169","1.22244609508916","0.0500611039945816","0.189135231690659","0.356761892810083","0.610771265209822","0.110291583373544","0.350219419709429","0.310679872238774","1.92238469096888","0.833390597918623","0.977939977589598","0.0703688744727539","0.205539150004553","0.0433808959913707","1.03417299026446","1.00235291335603","0.176560618345992","0.105337156517709","0.147417685422875","0.18686783551801","0.226709120251985","0.387783639496031","0.846072058351685","0.837963586312037","1.2754680401968","1.21332141344589","1.34217691823422","1.51345319729139","1.29994266523197","1.3416428785074","1.3167131006408","1.2626215056158","1.04177507770038","1.23374557189711","1.27992413149888","1.73754819927251","1.92223983099745","2.02171270916763","1.54737826228336","2.08646865692339","1.76037168734678","1.7297965888549","1.70769109982741","1.63983167577808","1.62254090651188","1.50512205780972","1.45250421404747","1.47323597732513","1.35177942719723","",
"Pakistan","PAK","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92440037203265","10.0213408594855","10.8574776007447","11.8593845154857","11.8593845154857","9.62099127248757","9.25326982862765","10.2634206683787","10.4323643482728","9.01448876169584","10.2939838908394","10.2497004199842","10.0318539370063","11.0838049594325","9.34547264733725","8.07915517743297","7.67461853833539","8.94603669811134","9.14307428221527","9.92589866001903","9.95329796477913","10.9395808981455","9.54042364345326","10.3999859115957","10.2473053726131","9.39320585685895","9.07403873572274","10.1412679736488","10.3001990235993","","",
"Pakistan","PAK","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","TM.VAL.MRCH.OR.ZS","9.16576044741339","9.48248658882928","5.24653206977064","7.62153566560654","6.30209392152877","3.65217391304348","8.14056939501779","7.95081967213115","7.2484501669051","6.49379014564119","7.68281394631287","10.1565570548932","13.8619209819486","11.2355049763252","11.229891201269","11.0374819775606","9.59932478371979","9.79370931693231","10.4874180813145","12.768147599077","13.266935100962","10.6223808509127","10.4470108147186","12.4084219854827","14.8848611158564","14.4039344284567","12.9243335494593","15.1410786527668","14.1232218856057","15.599724217532","16.9333487787088","18.1242733585233","18.2823713848548","18.1741731424259","21.8051321518169","23.5764296338675","20.8941606563953","20.6231099097704","24.6202098383558","23.1628908071699","22.12600378982","22.4432058171997","23.5540699743497","23.4609620157882","25.3884920090716","27.4078966566516","25.9130794317472","29.3733049670721","30.2026804805501","31.4008916668321","33.0242114449418","31.5690629379555","31.1467426627189","29.9845966860592","36.0074023216304","42.0722570938188","45.9755127057227","44.3576025023432","42.3053091485081","44.2955734876386","",
"Pakistan","PAK","Tariff rate, applied, simple mean, primary products (%)","TM.TAX.TCOM.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.27","","","41.27","23","22.98","18.37","16.57","16.13","14.92","14.6","14.69","14.89","12.99","14.37","14.31","13.99","13.29","14.08","11.86","10.84","11.56","","11.08","10.83","",
"Pakistan","PAK","Tariff rate, applied, simple mean, manufactured products (%)","TM.TAX.MANF.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.29","","","46.51","24.77","24.21","20.63","17.49","17.12","16.36","14.74","14.89","14.99","14.22","14.78","14.87","14.46","14.28","14.74","13.9","13.02","12.71","","12.81","12.8","",
"Pakistan","PAK","Unmet need for contraception (% of married women ages 15-49)","SP.UWT.TFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","","","","","","37.5","","","","33","","","","","","25.2","","","","","","20.1","","","","17.3","17.3","","",
"Pakistan","PAK","Population, female","SP.POP.TOTL.FE.IN","20880066","21415941","21979307","22568997","23183561","23822030","24485431","25174630","25888500","26625577","27385769","28169046","28978869","29823035","30711674","31652713","32647435","33695657","34801639","35969868","37202416","38501062","39861900","41273824","42721759","44193851","45687772","47203740","48735900","50278144","51827159","53375373","54925192","56495353","58111946","59791903","61544775","63360007","65209976","67055724","68869888","70641887","72381877","74108540","75850289","77627779","79446945","81301352","83184599","85085873","86997653","88917283","90848646","92798279","94775532","96786267","98831965","100907719","103005090","105117736","",
"Pakistan","PAK","Population ages 65 and above, total","SP.POP.65UP.TO","1943146","1953548","1965736","1979272","1993494","2008465","2047711","2087634","2128330","2169928","2212554","2271782","2331653","2394108","2460941","2533185","2617083","2704799","2797101","2894428","2996954","3104513","3215784","3330779","3448803","3569430","3696350","3821739","3946772","4072684","4200442","4335738","4469892","4605467","4745138","4891158","5042981","5199408","5359862","5522939","5688084","5865160","6036757","6208186","6386117","6574659","6781601","6992164","7202830","7407568","7603504","7817854","8023700","8221864","8411791","8595259","8787526","8968322","9152355","9360836","",
"Pakistan","PAK","Population ages 40-44, female (% of female population)","SP.POP.4044.FE.5Y","4.49597716788826","4.4942785607356","4.50389914406325","4.51855339757516","4.53070173300814","4.53711543474675","4.53201389822551","4.52463108986679","4.51685445079617","4.51231877436356","4.5124383941003","4.50710700345006","4.50815416627572","4.51242150614186","4.51523106539979","4.51404922270167","4.50268158900329","4.48734980890861","4.47400793244295","4.47122031338064","4.48172224939041","4.49295646720196","4.51892704752428","4.5452585154213","4.55274782686856","4.53239092164161","4.48015947199525","4.40990664659792","4.33034990633188","4.25328175916448","4.18639586604382","4.11731994168997","4.05625892031474","4.0134629838834","4.00288945748109","4.03060441246048","4.09062501096763","4.18544776991581","4.29966114387161","4.41281778084097","4.51299980296179","4.59550841575728","4.66839246703681","4.73096629256178","4.78305099140756","4.82464917616669","4.85210098387043","4.86997436401796","4.88144451933278","4.89078839209889","4.90090571867605","4.90753986436149","4.91606358141701","4.92983358881863","4.95330861251804","4.98885471989816","5.03418557396188","5.09216801251129","5.15968383149361","5.23282864463519","",
